timestamp,username,source_ip,auth_result
2025-05-25 08:35:37,jane,203.0.113.5,FAIL
2025-05-25 08:30:12,alice,192.168.1.10,SUCCESS
2025-05-25 09:41:27,bob,10.10.10.5,FAIL
2025-05-25 09:22:39,bob,192.168.1.20,FAIL
2025-05-25 09:06:58,charlie,192.168.1.10,FAIL
2025-05-25 08:54:05,charlie,192.168.1.20,FAIL
2025-05-25 09:42:45,alice,192.168.1.20,FAIL
2025-05-25 09:31:00,charlie,192.168.1.20,FAIL
2025-05-25 09:19:12,john,203.0.113.5,SUCCESS
2025-05-25 09:32:09,bob,10.10.10.5,FAIL
2025-05-25 09:36:09,alice,203.0.113.5,FAIL
2025-05-25 09:55:58,alice,203.0.113.5,FAIL
2025-05-25 09:10:12,bob,203.0.113.5,FAIL
2025-05-25 09:20:18,bob,192.168.1.20,FAIL
2025-05-25 08:49:12,alice,203.0.113.5,FAIL
2025-05-25 09:18:15,john,10.10.10.5,FAIL
2025-05-25 09:21:17,alice,192.168.1.10,FAIL
2025-05-25 08:40:35,john,10.10.10.5,FAIL
2025-05-25 09:36:03,jane,10.10.10.5,FAIL
2025-05-25 09:42:10,alice,172.16.0.1,FAIL
2025-05-25 09:54:46,jane,172.16.0.1,SUCCESS
2025-05-25 09:12:41,charlie,203.0.113.5,FAIL
2025-05-25 08:05:06,charlie,203.0.113.5,FAIL
2025-05-25 08:14:41,jane,192.168.1.10,FAIL
2025-05-25 09:43:43,john,192.168.1.10,SUCCESS
2025-05-25 08:49:25,alice,192.168.1.10,FAIL
2025-05-25 08:13:56,alice,192.168.1.10,SUCCESS
2025-05-25 09:21:28,bob,192.168.1.10,SUCCESS
2025-05-25 08:39:50,charlie,192.168.1.20,FAIL
2025-05-25 09:50:29,jane,192.168.1.10,FAIL
2025-05-25 09:59:15,jane,192.168.1.10,FAIL
2025-05-25 09:47:45,bob,203.0.113.5,FAIL
2025-05-25 09:37:27,jane,172.16.0.1,FAIL
2025-05-25 09:54:21,bob,10.10.10.5,FAIL
2025-05-25 09:24:50,bob,192.168.1.10,FAIL
2025-05-25 09:43:53,charlie,192.168.1.10,FAIL
2025-05-25 09:38:08,jane,10.10.10.5,FAIL
2025-05-25 09:38:29,bob,203.0.113.5,FAIL
2025-05-25 08:30:27,alice,192.168.1.10,SUCCESS
2025-05-25 09:57:46,charlie,10.10.10.5,SUCCESS
2025-05-25 09:10:56,alice,203.0.113.5,FAIL
2025-05-25 09:07:48,jane,192.168.1.10,FAIL
2025-05-25 08:50:02,john,192.168.1.20,FAIL
2025-05-25 08:50:22,charlie,172.16.0.1,FAIL
2025-05-25 09:33:50,charlie,10.10.10.5,FAIL
2025-05-25 09:35:44,alice,192.168.1.20,FAIL
2025-05-25 09:09:12,bob,192.168.1.20,FAIL
2025-05-25 08:34:17,alice,172.16.0.1,FAIL
2025-05-25 08:59:31,alice,10.10.10.5,FAIL
2025-05-25 09:06:52,bob,192.168.1.10,FAIL
2025-05-25 08:50:55,alice,192.168.1.10,FAIL
2025-05-25 09:11:06,alice,192.168.1.10,FAIL
2025-05-25 09:07:04,bob,192.168.1.20,SUCCESS
2025-05-25 09:49:23,john,192.168.1.10,FAIL
2025-05-25 08:12:24,jane,10.10.10.5,SUCCESS
2025-05-25 09:52:26,jane,203.0.113.5,SUCCESS
2025-05-25 08:48:38,john,172.16.0.1,FAIL
2025-05-25 08:37:18,john,192.168.1.10,SUCCESS
2025-05-25 08:34:03,charlie,10.10.10.5,FAIL
2025-05-25 08:17:22,alice,192.168.1.10,FAIL
2025-05-25 08:28:03,jane,10.10.10.5,SUCCESS
2025-05-25 08:37:53,alice,192.168.1.10,FAIL
2025-05-25 09:25:40,alice,10.10.10.5,SUCCESS
2025-05-25 08:28:53,bob,192.168.1.10,SUCCESS
2025-05-25 09:27:37,john,172.16.0.1,FAIL
2025-05-25 08:08:20,jane,203.0.113.5,FAIL
2025-05-25 08:17:46,charlie,10.10.10.5,FAIL
2025-05-25 08:22:52,jane,192.168.1.20,FAIL
2025-05-25 08:43:33,bob,10.10.10.5,FAIL
2025-05-25 09:16:11,charlie,203.0.113.5,FAIL
2025-05-25 09:21:08,alice,203.0.113.5,SUCCESS
2025-05-25 08:59:17,jane,10.10.10.5,SUCCESS
2025-05-25 09:05:10,alice,10.10.10.5,FAIL
2025-05-25 08:23:18,bob,172.16.0.1,FAIL
2025-05-25 09:40:06,john,192.168.1.20,FAIL
2025-05-25 09:12:06,alice,203.0.113.5,SUCCESS
2025-05-25 08:32:55,charlie,192.168.1.20,SUCCESS
2025-05-25 08:37:54,bob,203.0.113.5,FAIL
2025-05-25 09:34:02,alice,172.16.0.1,FAIL
2025-05-25 08:58:50,jane,203.0.113.5,FAIL
2025-05-25 09:04:35,john,10.10.10.5,FAIL
2025-05-25 08:32:47,jane,172.16.0.1,FAIL
2025-05-25 09:30:48,john,172.16.0.1,FAIL
2025-05-25 08:33:48,bob,192.168.1.20,SUCCESS
2025-05-25 08:44:33,bob,172.16.0.1,FAIL
2025-05-25 09:08:08,alice,192.168.1.10,FAIL
2025-05-25 08:56:47,alice,172.16.0.1,FAIL
2025-05-25 08:00:17,alice,203.0.113.5,FAIL
2025-05-25 09:05:51,john,192.168.1.10,SUCCESS
2025-05-25 09:07:17,charlie,172.16.0.1,FAIL
2025-05-25 09:28:56,charlie,172.16.0.1,FAIL
2025-05-25 09:52:00,bob,203.0.113.5,FAIL
2025-05-25 09:47:17,jane,203.0.113.5,FAIL
2025-05-25 09:31:46,alice,10.10.10.5,FAIL
2025-05-25 09:37:50,charlie,10.10.10.5,FAIL
2025-05-25 08:57:13,bob,10.10.10.5,FAIL
2025-05-25 09:47:23,john,10.10.10.5,FAIL
2025-05-25 09:46:45,charlie,192.168.1.10,FAIL
2025-05-25 08:33:48,charlie,172.16.0.1,SUCCESS
2025-05-25 09:06:30,charlie,192.168.1.20,FAIL
2025-05-25 08:11:15,charlie,192.168.1.10,SUCCESS
2025-05-25 09:03:07,jane,192.168.1.20,FAIL
2025-05-25 09:35:12,charlie,203.0.113.5,SUCCESS
2025-05-25 09:15:35,jane,203.0.113.5,SUCCESS
2025-05-25 09:31:24,alice,192.168.1.20,SUCCESS
2025-05-25 08:03:38,alice,203.0.113.5,FAIL
2025-05-25 09:53:39,john,10.10.10.5,FAIL
2025-05-25 09:07:21,john,203.0.113.5,FAIL
2025-05-25 08:00:57,jane,10.10.10.5,FAIL
2025-05-25 08:48:26,alice,172.16.0.1,SUCCESS
2025-05-25 09:17:40,bob,203.0.113.5,FAIL
2025-05-25 09:59:44,alice,203.0.113.5,FAIL
2025-05-25 08:15:11,charlie,192.168.1.20,FAIL
2025-05-25 08:56:56,bob,10.10.10.5,FAIL
2025-05-25 08:13:51,charlie,172.16.0.1,SUCCESS
2025-05-25 08:56:26,bob,203.0.113.5,FAIL
2025-05-25 08:51:36,charlie,192.168.1.10,SUCCESS
2025-05-25 09:07:45,alice,192.168.1.10,FAIL
2025-05-25 08:12:58,bob,192.168.1.20,FAIL
2025-05-25 09:05:49,jane,10.10.10.5,FAIL
2025-05-25 08:41:48,alice,203.0.113.5,SUCCESS
2025-05-25 09:59:56,alice,10.10.10.5,FAIL
2025-05-25 09:14:01,alice,192.168.1.10,FAIL
2025-05-25 08:39:09,jane,192.168.1.10,FAIL
2025-05-25 09:25:58,bob,172.16.0.1,FAIL
2025-05-25 08:18:30,charlie,192.168.1.20,FAIL
2025-05-25 08:11:14,jane,192.168.1.10,FAIL
2025-05-25 09:49:47,jane,192.168.1.10,FAIL
2025-05-25 09:48:31,charlie,203.0.113.5,FAIL
2025-05-25 09:33:33,jane,192.168.1.10,FAIL
2025-05-25 09:18:50,alice,192.168.1.20,FAIL
2025-05-25 09:35:43,charlie,203.0.113.5,FAIL
2025-05-25 09:52:37,jane,192.168.1.20,SUCCESS
2025-05-25 08:55:57,charlie,172.16.0.1,SUCCESS
2025-05-25 09:18:33,john,10.10.10.5,FAIL
2025-05-25 09:10:35,charlie,192.168.1.10,SUCCESS
2025-05-25 09:05:36,alice,192.168.1.20,FAIL
2025-05-25 08:08:13,bob,10.10.10.5,FAIL
2025-05-25 09:12:13,bob,192.168.1.20,FAIL
2025-05-25 09:49:29,charlie,192.168.1.20,FAIL
2025-05-25 08:23:16,john,192.168.1.20,FAIL
2025-05-25 08:05:02,alice,203.0.113.5,FAIL
2025-05-25 09:40:14,charlie,203.0.113.5,FAIL
2025-05-25 09:04:07,charlie,203.0.113.5,SUCCESS
2025-05-25 08:54:40,jane,172.16.0.1,FAIL
2025-05-25 09:33:11,alice,203.0.113.5,FAIL
2025-05-25 09:44:04,charlie,172.16.0.1,FAIL
2025-05-25 08:17:29,alice,203.0.113.5,FAIL
2025-05-25 08:03:05,alice,203.0.113.5,FAIL
2025-05-25 08:20:20,bob,10.10.10.5,SUCCESS
2025-05-25 08:53:53,bob,192.168.1.20,SUCCESS
2025-05-25 08:48:25,john,172.16.0.1,FAIL
2025-05-25 09:20:31,jane,203.0.113.5,FAIL
2025-05-25 09:07:49,john,192.168.1.10,FAIL
2025-05-25 08:27:02,alice,203.0.113.5,FAIL
2025-05-25 08:44:54,charlie,192.168.1.20,FAIL
2025-05-25 09:20:30,alice,192.168.1.10,FAIL
2025-05-25 09:12:23,charlie,192.168.1.20,FAIL
2025-05-25 08:21:36,john,172.16.0.1,FAIL
2025-05-25 09:53:09,alice,192.168.1.10,SUCCESS
2025-05-25 08:08:45,jane,172.16.0.1,FAIL
2025-05-25 09:28:16,charlie,192.168.1.10,SUCCESS
2025-05-25 08:26:30,jane,203.0.113.5,FAIL
2025-05-25 09:05:41,john,172.16.0.1,FAIL
2025-05-25 08:58:53,bob,192.168.1.20,FAIL
2025-05-25 08:46:29,jane,192.168.1.20,SUCCESS
2025-05-25 08:27:58,charlie,172.16.0.1,FAIL
2025-05-25 08:00:42,bob,203.0.113.5,FAIL
2025-05-25 09:08:06,bob,203.0.113.5,SUCCESS
2025-05-25 08:15:37,alice,203.0.113.5,FAIL
2025-05-25 09:34:02,john,192.168.1.10,SUCCESS
2025-05-25 09:50:49,john,192.168.1.10,SUCCESS
2025-05-25 08:00:03,jane,10.10.10.5,SUCCESS
2025-05-25 09:51:59,bob,10.10.10.5,SUCCESS
2025-05-25 09:35:47,jane,203.0.113.5,FAIL
2025-05-25 09:54:10,charlie,203.0.113.5,FAIL
2025-05-25 08:30:37,jane,10.10.10.5,SUCCESS
2025-05-25 09:02:52,bob,203.0.113.5,FAIL
2025-05-25 09:40:20,john,203.0.113.5,FAIL
2025-05-25 09:29:57,john,203.0.113.5,FAIL
2025-05-25 08:41:07,john,192.168.1.20,SUCCESS
2025-05-25 09:21:26,charlie,192.168.1.10,SUCCESS
2025-05-25 08:23:58,jane,10.10.10.5,FAIL
2025-05-25 09:21:38,charlie,172.16.0.1,FAIL
2025-05-25 08:20:38,charlie,192.168.1.20,FAIL
2025-05-25 08:52:51,jane,203.0.113.5,SUCCESS
2025-05-25 08:42:05,charlie,10.10.10.5,FAIL
2025-05-25 08:51:56,john,10.10.10.5,FAIL
2025-05-25 08:08:49,charlie,203.0.113.5,FAIL
2025-05-25 09:25:09,bob,203.0.113.5,FAIL
2025-05-25 08:08:07,bob,192.168.1.20,FAIL
2025-05-25 09:10:40,john,203.0.113.5,FAIL
2025-05-25 09:23:36,charlie,192.168.1.20,FAIL
2025-05-25 08:05:21,bob,192.168.1.10,SUCCESS
2025-05-25 09:32:30,bob,10.10.10.5,FAIL
2025-05-25 08:22:25,john,192.168.1.20,FAIL
2025-05-25 08:26:12,jane,10.10.10.5,FAIL
2025-05-25 08:46:29,alice,192.168.1.20,FAIL
2025-05-25 08:48:14,alice,10.10.10.5,SUCCESS
2025-05-25 08:57:01,alice,203.0.113.5,FAIL
2025-05-25 09:50:03,bob,192.168.1.20,FAIL
2025-05-25 08:24:51,charlie,172.16.0.1,FAIL
2025-05-25 08:13:22,john,192.168.1.10,FAIL
2025-05-25 08:44:35,alice,192.168.1.10,FAIL
2025-05-25 08:56:51,alice,172.16.0.1,FAIL
2025-05-25 09:11:32,alice,203.0.113.5,FAIL
2025-05-25 09:28:53,jane,172.16.0.1,SUCCESS
2025-05-25 09:54:11,john,10.10.10.5,FAIL
2025-05-25 08:59:52,john,172.16.0.1,SUCCESS
2025-05-25 08:44:39,charlie,192.168.1.10,FAIL
2025-05-25 09:16:40,alice,172.16.0.1,SUCCESS
2025-05-25 08:51:40,alice,203.0.113.5,FAIL
2025-05-25 09:09:54,bob,172.16.0.1,FAIL
2025-05-25 09:09:03,jane,192.168.1.20,FAIL
2025-05-25 09:12:22,john,10.10.10.5,FAIL
2025-05-25 09:28:17,charlie,172.16.0.1,FAIL
2025-05-25 08:47:24,john,172.16.0.1,FAIL
2025-05-25 08:14:28,alice,203.0.113.5,SUCCESS
2025-05-25 08:22:11,charlie,192.168.1.10,SUCCESS
2025-05-25 08:21:36,alice,172.16.0.1,FAIL
2025-05-25 08:45:52,jane,10.10.10.5,FAIL
2025-05-25 08:40:18,bob,192.168.1.10,FAIL
2025-05-25 09:04:45,jane,192.168.1.20,FAIL
2025-05-25 08:28:20,alice,192.168.1.10,FAIL
2025-05-25 08:45:38,jane,192.168.1.20,FAIL
2025-05-25 08:02:08,bob,172.16.0.1,FAIL
2025-05-25 09:00:30,charlie,192.168.1.20,SUCCESS
2025-05-25 08:42:24,alice,10.10.10.5,SUCCESS
2025-05-25 09:48:42,alice,172.16.0.1,FAIL
2025-05-25 08:11:50,bob,203.0.113.5,SUCCESS
2025-05-25 09:28:53,john,192.168.1.20,FAIL
2025-05-25 09:47:24,alice,172.16.0.1,SUCCESS
2025-05-25 09:23:30,charlie,172.16.0.1,FAIL
2025-05-25 09:04:46,charlie,172.16.0.1,FAIL
2025-05-25 09:42:18,jane,10.10.10.5,FAIL
2025-05-25 09:03:34,jane,192.168.1.10,FAIL
2025-05-25 09:13:33,charlie,192.168.1.20,FAIL
2025-05-25 08:16:43,alice,203.0.113.5,SUCCESS
2025-05-25 08:13:48,charlie,172.16.0.1,FAIL
2025-05-25 09:41:45,bob,172.16.0.1,FAIL
2025-05-25 08:05:26,charlie,192.168.1.20,FAIL
2025-05-25 08:37:31,bob,192.168.1.10,FAIL
2025-05-25 09:32:10,jane,10.10.10.5,FAIL
2025-05-25 08:28:09,john,172.16.0.1,FAIL
2025-05-25 08:05:04,jane,203.0.113.5,FAIL
2025-05-25 09:00:41,jane,192.168.1.20,SUCCESS
2025-05-25 08:43:50,john,10.10.10.5,FAIL
2025-05-25 09:21:56,alice,192.168.1.10,FAIL
2025-05-25 09:09:12,bob,192.168.1.10,FAIL
2025-05-25 08:42:29,jane,172.16.0.1,FAIL
2025-05-25 09:09:56,alice,172.16.0.1,FAIL
2025-05-25 09:27:35,bob,192.168.1.10,FAIL
2025-05-25 09:00:12,charlie,192.168.1.20,FAIL
2025-05-25 08:17:40,bob,172.16.0.1,FAIL
2025-05-25 09:42:20,jane,203.0.113.5,FAIL
2025-05-25 09:06:20,alice,203.0.113.5,FAIL
2025-05-25 08:59:14,alice,192.168.1.20,FAIL
2025-05-25 09:04:38,jane,192.168.1.20,FAIL
2025-05-25 08:43:37,jane,192.168.1.10,FAIL
2025-05-25 08:22:05,jane,172.16.0.1,FAIL
2025-05-25 08:07:25,charlie,172.16.0.1,FAIL
2025-05-25 08:58:48,jane,192.168.1.10,FAIL
2025-05-25 08:27:30,bob,192.168.1.10,FAIL
2025-05-25 08:15:03,john,172.16.0.1,FAIL
2025-05-25 08:00:04,charlie,192.168.1.20,FAIL
2025-05-25 09:45:56,jane,172.16.0.1,FAIL
2025-05-25 09:21:40,john,203.0.113.5,FAIL
2025-05-25 09:12:47,bob,192.168.1.20,FAIL
2025-05-25 08:40:20,alice,10.10.10.5,FAIL
2025-05-25 09:56:43,bob,203.0.113.5,FAIL
2025-05-25 09:01:02,charlie,192.168.1.10,SUCCESS
2025-05-25 08:05:41,bob,203.0.113.5,SUCCESS
2025-05-25 08:43:42,charlie,203.0.113.5,FAIL
2025-05-25 08:05:17,bob,172.16.0.1,FAIL
2025-05-25 08:15:47,charlie,172.16.0.1,FAIL
2025-05-25 09:04:02,alice,192.168.1.20,FAIL
2025-05-25 08:08:31,charlie,192.168.1.20,FAIL
2025-05-25 09:30:33,bob,192.168.1.10,FAIL
2025-05-25 09:53:27,jane,203.0.113.5,FAIL
2025-05-25 08:33:40,bob,192.168.1.20,FAIL
2025-05-25 09:21:52,alice,192.168.1.10,FAIL
2025-05-25 08:46:16,jane,172.16.0.1,FAIL
2025-05-25 09:59:36,charlie,172.16.0.1,SUCCESS
2025-05-25 09:57:23,jane,172.16.0.1,FAIL
2025-05-25 09:19:13,charlie,192.168.1.20,FAIL
2025-05-25 08:23:03,john,172.16.0.1,FAIL
2025-05-25 09:14:27,john,192.168.1.20,FAIL
2025-05-25 09:02:57,bob,10.10.10.5,FAIL
2025-05-25 08:39:03,jane,10.10.10.5,FAIL
2025-05-25 08:34:49,john,10.10.10.5,FAIL
2025-05-25 08:30:22,john,192.168.1.20,SUCCESS
2025-05-25 09:50:20,jane,172.16.0.1,FAIL
2025-05-25 08:15:29,bob,203.0.113.5,FAIL
2025-05-25 09:24:30,alice,172.16.0.1,SUCCESS
2025-05-25 08:55:02,alice,203.0.113.5,FAIL
2025-05-25 09:33:07,jane,172.16.0.1,FAIL
2025-05-25 09:24:11,charlie,192.168.1.20,FAIL
2025-05-25 09:29:01,jane,203.0.113.5,FAIL
2025-05-25 08:18:01,alice,10.10.10.5,FAIL
2025-05-25 09:42:59,bob,203.0.113.5,FAIL
2025-05-25 09:40:29,alice,172.16.0.1,FAIL
2025-05-25 09:18:24,charlie,192.168.1.10,FAIL
2025-05-25 08:08:09,bob,172.16.0.1,FAIL
2025-05-25 08:02:06,charlie,172.16.0.1,FAIL
2025-05-25 09:45:05,bob,192.168.1.10,FAIL
2025-05-25 09:36:35,bob,172.16.0.1,SUCCESS
2025-05-25 08:31:03,john,203.0.113.5,SUCCESS
2025-05-25 08:12:18,john,203.0.113.5,FAIL
2025-05-25 08:27:47,john,192.168.1.10,FAIL
2025-05-25 09:22:07,charlie,10.10.10.5,SUCCESS
2025-05-25 08:33:29,alice,192.168.1.10,FAIL
2025-05-25 08:13:44,jane,192.168.1.10,FAIL
2025-05-25 08:23:27,bob,10.10.10.5,FAIL
2025-05-25 08:47:39,jane,203.0.113.5,FAIL
2025-05-25 09:44:20,charlie,203.0.113.5,FAIL
2025-05-25 08:51:40,john,172.16.0.1,FAIL
2025-05-25 08:32:45,alice,172.16.0.1,FAIL
2025-05-25 09:36:18,bob,172.16.0.1,FAIL
2025-05-25 08:13:04,john,10.10.10.5,FAIL
2025-05-25 08:06:08,bob,192.168.1.20,FAIL
2025-05-25 09:00:18,charlie,172.16.0.1,FAIL
2025-05-25 08:15:51,john,192.168.1.10,SUCCESS
2025-05-25 09:35:21,alice,192.168.1.10,FAIL
2025-05-25 08:21:20,john,203.0.113.5,FAIL
2025-05-25 09:00:38,jane,192.168.1.20,FAIL
2025-05-25 09:24:26,bob,172.16.0.1,FAIL
2025-05-25 08:09:47,jane,192.168.1.10,SUCCESS
2025-05-25 09:45:34,john,10.10.10.5,FAIL
2025-05-25 09:53:07,alice,10.10.10.5,SUCCESS
2025-05-25 09:50:47,bob,192.168.1.20,FAIL
2025-05-25 09:56:58,john,203.0.113.5,FAIL
2025-05-25 09:52:23,jane,203.0.113.5,FAIL
2025-05-25 09:34:19,charlie,172.16.0.1,FAIL
2025-05-25 09:01:51,alice,192.168.1.20,FAIL
2025-05-25 08:45:46,john,192.168.1.20,FAIL
2025-05-25 09:35:19,alice,203.0.113.5,FAIL
2025-05-25 08:09:36,alice,192.168.1.20,FAIL
2025-05-25 08:11:48,alice,203.0.113.5,FAIL
2025-05-25 09:03:31,charlie,172.16.0.1,SUCCESS
2025-05-25 09:52:39,alice,10.10.10.5,FAIL
2025-05-25 08:16:26,charlie,203.0.113.5,FAIL
2025-05-25 08:21:58,alice,10.10.10.5,FAIL
2025-05-25 08:47:11,jane,203.0.113.5,FAIL
2025-05-25 08:23:52,charlie,192.168.1.20,FAIL
2025-05-25 09:28:21,john,10.10.10.5,FAIL
2025-05-25 09:38:41,bob,192.168.1.10,FAIL
2025-05-25 09:06:48,charlie,172.16.0.1,FAIL
2025-05-25 08:54:06,bob,192.168.1.20,SUCCESS
2025-05-25 09:10:15,jane,10.10.10.5,FAIL
